"lemma","prior_polarity_score"
"shame",-0.59
"shame",-0.59
"shamed",-0.62
"shamefaced",0.02
"shamefacedly",0.15
"shamefacedness",-0.25
"shameful",-0.50
"shamefulness",-0.06
"shameless",-0.27
"shamelessness",-0.16
"shammer",-0.18
"shampoo",0.18
"shampoo",0.18
"shangri-la",-0.01
"shank",-0.40
"shanny",-0.07
"shanty",-0.46
"shape",0.10
"shape",0.10
"shaped",0.10
"shapeless",-0.29
"shapelessly",0.15
"shapelessness",-0.08
"shapeliness",0.17
"shapely",0.36
"shaping",0.21
"shard",-0.23
"share",0.30
"share",0.30
"shared",0.10
"shareholder",-0.13
"shareware",0.17
"sharing",-0.14
"sharing",0.21
"shark",-0.24
"shark",-0.24
"sharp",0.06
"sharp",0.06
"sharp",0.06
"sharp-angled",0.15
"sharp-cornered",0.15
"sharp-eared",0.17
"sharpen",0.16
"sharp-eyed",0.33
"sharpie",0.08
"sharp-limbed",0.12
"sharply",0.22
"sharpness",0.37
"sharp-set",-0.26
"sharpshoot",0.04
"sharpshooter",-0.18
"sharp-sighted",-0.04
"sharp-sightedness",0.16
"sharp-tasting",-0.01
"sharp-toothed",0.12
"sharp-worded",-0.38
"sharpy",0.10
"shatter",-0.39
"shattered",-0.34
"shattering",-0.33
"shattering",-0.33
"shatterproof",-0.19
"shave",-0.02
"shave",-0.02
"shaver",0.09
"shawl",-0.02
"shear",0.05
"shear",0.05
"sheath",-0.03
"she-bop",0.21
"shed",0.09
"shed",0.09
"shed",0.09
"she-devil",0.12
"sheeny",-0.34
"sheeny",0.21
"sheep",0.08
"sheepdog",0.35
"sheepish",-6.72e-03
"sheepishly",0.15
"sheepishness",-0.25
"sheeplike",-0.06
"sheep-tick",0.15
"sheer",0.09
"sheer",0.09
"sheet",0.14
"sheet",0.14
"sheetlike",-0.07
"sheetrock",0.17
"shegetz",-0.07
"sheik",0.03
"shelf",0.15
"shelfy",-0.19
"shell",0.26
"shell",0.26
"shelled",-0.19
"shelley",0.10
"shellfire",0.12
"shell-less",-0.19
"shellproof",0.12
"shelter",0.37
"shelter",0.37
"sheltered",0.09
"shelvy",-0.19
"shema",-0.07
"shemozzle",-0.07
"shenanigan",-0.48
"shepherd",0.18
"shepherd",0.18
"sherbet",0.34
"sheriff",-0.14
"sherry",0.23
"shevchenko",0.17
"shew",0.21
"shield",0.22
"shield",0.22
"shielded",-0.38
"shield-shaped",0.12
"shift",-0.01
"shift",-0.01
"shiftily",0.12
"shiftiness",-0.33
"shifting",-0.06
"shiftless",-0.16
"shiftlessness",0.17
"shifty",-0.40
"shigellosis",-0.03
"shiism",0.17
"shilling",0.09
"shillyshally",0.11
"shimmer",0.48
"shimmer",0.48
"shimmery",0.17
"shimmy",0.38
"shimmy",0.38
"shin",0.02
"shin",0.02
"shindig",0.47
"shine",0.56
"shine",0.56
"shiner",-0.04
"shingle",-0.13
"shingles",-0.34
"shingling",-0.10
"shingly",-0.07
"shining",0.21
"shining",0.21
"shinplaster",-0.01
"shinto",-0.09
"shinto",-0.07
"shintoism",-0.28
"shintoist",-0.07
"shintoistic",-0.07
"shiny",0.42
"ship",0.28
"ship",0.28
"shipment",0.06
"shipping",0.15
"shipshape",0.05
"shipwreck",-0.29
"shipwreck",-0.29
"shipyard",0.01
"shire",0.19
"shirring",-0.07
"shirt",0.14
"shirt",0.14
"shirtdress",0.15
"shirtfront",0.10
"shirtsleeves",-0.28
"shirtwaist",0.12
"shirtwaister",0.12
"shirty",-0.38
"shit",-0.27
"shit",-0.27
"shite",-0.19
"shithead",-0.65
"shitless",-0.28
"shitting",-0.07
"shitty",-0.67
"shitwork",-0.28
"shivaism",-0.04
"shivaree",0.21
"shiver",-0.34
"shiver",-0.34
"shivering",-0.19
"shivery",-0.38
"shlep",-0.22
"shlimazel",-0.19
"shlock",-0.39
"shlockmeister",-0.39
"shnook",-0.19
"shnorrer",0.12
"shoaly",-0.19
"shock",-0.27
"shockable",0.28
"shocked",0.15
"shocker",-0.16
"shocking",-0.09
"shod",-0.16
"shodden",-0.34
"shoddily",0.15
"shoddiness",-0.16
"shoddy",-0.21
"shoddy",-0.21
"shoe",0.19
"shoe",0.19
"shoed",-0.34
"shoelace",0.17
"shoemaker",0.21
"shoes",0.22
"shoeshine",0.17
"shoestring",-0.06
"shogunate",-0.34
"shoo-in",-0.01
"shoot",-0.37
"shoot",-0.37
"shooter",-0.32
"shootout",-0.42
"shop",0.22
"shop",0.22
"shopaholic",-0.19
"shopkeeper",0.08
"shoplift",-0.07
"shoplifter",-0.68
"shoplifting",-0.51
"shopper",0.07
"shopworn",-0.09
"shoreline",0.32
"short",0.16
"short",0.16
"short",0.16
"short",0.16
"shortage",-0.34
"shortbread",0.12
"shortcake",0.47
"short-change",-0.42
"short-circuit",-0.15
"shortcoming",-0.19
"shortcut",0.21
"short-dated",0.15
"short-eared",0.17
"shorten",0.01
"shortener",0.12
"shorthand",-0.02
"shorthand",-0.02
"short-handed",-0.42
"shortly",0.03
"shortness",-0.31
"short-nosed",0.12
"short-range",-0.02
"shorts",0.23
"shortsighted",-0.37
"shortsightedness",-0.04
"short-snouted",-0.02
"short-staffed",-0.42
"shortstop",0.07
"short-tempered",-0.28
"shot",-0.54
"shot",-0.54
"shotgun",-0.37
"shoulder",0.02
"shoulder",0.02
"shout",2.0e-05
"shout",4.0e-05
"shouted",0.08
"shouting",-0.10
"shove",-0.47
"shove",-0.47
"shovel",-0.05
"shovel",-0.05
"shover",-0.07
"show",0.22
"show",0.22
"showboat",2.0e-05
"showcase",0.32
"showdown",-0.08
"shower",0.54
"shower",0.54
"showery",-0.19
"showgirl",0.09
"showily",0.21
"showiness",-0.02
"showman",0.10
"showmanship",0.12
"show-off",-0.34
"showpiece",0.12
"showroom",0.14
"showstopper",0.16
"show-stopper",0.16
"showtime",0.12
"showy",0.39
"shrapnel",-0.35
"shred",-0.11
"shred",-0.11
"shredded",0.12
"shrew",-0.29
"shrewd",-0.15
"shrewdly",0.12
"shrewdness",0.12
"shrewish",-0.38
"shrewishly",0.15
"shrewishness",-0.13
"shrew-sized",0.12
"shriek",-0.38
"shriek",-0.38
"shrieked",-0.34
"shrieking",0.10
"shrill",-0.41
"shrill",-0.41
"shrillness",0.31
"shrilly",0.12
"shrimp",0.48
"shrimpy",-0.38
"shrine",0.09
"shrink",-0.25
"shrink",-0.25
"shrinkable",0.28
"shrive",0.04
"shrivel",-0.19
"shriveled",0.14
"shrivelled",0.14
"shroud",-0.19
"shroud",-0.19
"shrug",-0.07
"shrug",-0.07
"shrunken",-0.35
"shtick",0.13
"shtik",0.13
"shucks",-0.26
"shudder",-0.22
"shudder",-0.22
"shuddering",-0.07
"shuddery",-0.42
"shudra",-0.10
"shuffle",-0.07
"shuffleboard",-0.05
"shuffler",-0.10
"shuffling",-0.03
"shun",-0.64
"shunning",0.21
"shunt",-0.20
"shunt",-0.20
"shut",-0.12
"shut",-0.12
"shutdown",-0.35
"shuteye",0.11
"shut-in",-0.42
"shut-in",-0.06
"shutter",-0.07
"shutter",-0.07
"shuttered",-0.07
"shuttle",0.16
"shuttle",0.16
"shwa",-0.07
"shy",0.04
"shy",0.04
"shy",0.04
"shylock",0.10
"shyly",0.17
"shyness",-0.14
"shyster",-0.33
"sialadenitis",-0.34
"sibilant",0.06
"sibilate",0.10
"sibilation",-0.02
"sibling",0.56
"sibylline",0.15
"sic",-0.07
"sick",-0.67
"sick",-0.67
"sick",-0.67
"sick-abed",-0.07
"sickbag",-0.19
"sickbay",-0.33
"sicken",-0.23
"sickening",-0.61
"sickeningly",-0.07
"sickeningness",-0.08
"sickish",-0.34
"sickle",-0.26
"sickly",-0.46
"sickness",-0.65
"side",0.08
"side",0.08
"side",0.08
"sidearm",-0.11
"sidearm",-0.11
"sidebar",-0.01
"sideboard",0.08
"sideburn",-0.20
"sidecar",0.27
"sidekick",0.28
"sideline",-0.11
"sideline",-0.11
"sidelong",0.12
"sideroblast",-0.07
"siderocyte",-0.07
"sideropenia",-0.34
"sideshow",-0.03
"sideslip",-0.08
"sidesplitter",-0.05
"sidesplitting",0.21
"sidetrack",-0.07
"sidewalk",0.16
"sidewinder",-0.18
"sidle",0.10
"sidney",0.12
"sids",0.20
"siege",-0.22
"sierra",-0.08
"siesta",0.34
"sieve",0.05
"sift",0.02
"sigh",-0.17
"sigh",-0.17
"sight",0.52
"sight",0.52
"sightedness",-0.07
"sighting",0.14
"sightless",-0.01
"sightly",0.36
"sightreader",-0.28
"sightseeing",0.59
"sightseer",0.15
"sightsing",-0.19
"sight-sing",-0.19
"sigma",-0.04
"sign",0.06
"sign",0.06
"sign",0.06
"signal",0.06
"signal",0.06
"signal",0.06
"signalisation",0.15
"signalise",0.13
"signalization",0.15
"signalize",0.13
"signally",0.10
"signature",0.14
"signboard",0.12
"significance",0.30
"significant",0.40
"significantly",0.15
"significative",0.17
"signify",0.04
"signior",0.15
"signor",0.15
"sigyn",-0.19
"silence",0.06
"silence",0.06
"silenced",-0.07
"silencer",-0.27
"silent",0.03
"silents",-0.28
"silhouette",0.27
"silhouette",0.27
"silicide",-0.07
"silicon",0.02
"silicone",-0.18
"silicosis",-0.34
"silk",0.38
"silken",0.34
"silkily",0.12
"silkiness",0.12
"silklike",0.12
"silky",0.50
"sill",8.0e-05
"silliness",0.31
"silly",0.43
"silly",0.43
"silo",-0.10
"silty",-0.28
"silver",0.62
"silver",0.62
"silver-bodied",-0.19
"silver-gray",-0.19
"silver-grey",-0.19
"silver-leafed",0.12
"silver-leaved",0.12
"silvern",-0.02
"silver-tongued",0.08
"silverware",0.19
"silvery",0.18
"silvery-bodied",-0.19
"silvery-gray",-0.19
"silvery-grey",-0.19
"silvery-leafed",0.12
"silvery-leaved",0.12
"simal",-0.28
"similar",0.21
"similarity",0.26
"similitude",4.93e-03
"simmer",0.21
"simmer",0.21
"simmpleness",-0.34
"simnel",-0.09
"simper",-0.19
"simper",0.17
"simperer",-0.19
"simperingly",-0.19
"simple",0.54
"simple",0.54
"simple-minded",6.43e-03
"simpleness",0.18
"simpleton",-0.11
"simplicity",0.51
"simplification",0.20
"simplified",-0.08
"simplify",0.33
"simplism",-0.07
"simplistic",0.35
"simply",0.30
"simpson",0.10
"simulacrum",0.05
"simulate",0.19
"simulated",0.15
"simulation",0.16
"simulator",0.22
"simultaneous",0.14
"sin",-0.48
"sin",-0.48
"sinbad",-0.07
"sincere",0.46
"sincerely",-0.02
"sincerity",0.72
"sinecure",-0.06
"sinew",-6.01e-03
"sinewy",-0.02
"sinful",-0.40
"sinfulness",-0.07
"sing",0.62
"singable",0.36
"singer",0.47
"single",0.09
"single",0.09
"single",0.09
"single-handed",-0.08
"single-handed",-0.07
"single-handedly",-0.07
"single-mindedness",0.21
"singleness",-0.06
"single-spaced",-0.28
"single-spacing",-0.07
"singsong",-0.08
"singsong",-0.07
"singular",-0.02
"singularise",0.15
"singularity",-0.10
"singularize",0.15
"sinister",-0.59
"sink",-0.09
"sink",-0.09
"sinkable",0.28
"sinker",-0.04
"sinking",-0.13
"sinless",0.25
"sinlessness",0.36
"sinner",-0.43
"sinning",0.21
"sinuate",0.10
"sinus",-0.35
"sinusitis",-0.38
"sinusoid",-0.09
"sinusoidally",0.15
"sion",0.12
"sip",0.09
"sip",0.09
"sipper",0.12
"sipuncula",0.17
"sir",0.11
"sirach",0.21
"sire",0.09
"sire",0.09
"siren",-0.30
"siriasis",-0.07
"sirloin",0.59
"sirrah",-0.28
"sissified",-0.03
"sissiness",-0.06
"sissy",-0.39
"sissy",-0.39
"sissyish",-0.03
"sister",0.50
"sisterhood",0.17
"sistrurus",0.15
"sisyphean",-0.16
"sit",0.20
"sita",0.15
"sitcom",0.27
"site",0.05
"site",0.05
"sitta",-0.07
"sitter",-0.02
"sitting",-0.16
"situation",0.08
"sivaism",-0.04
"six",-0.03
"six",-0.03
"sixpence",-0.09
"sixpenny",-0.05
"sixteen",0.32
"sixteen",0.32
"sixty",-0.07
"sixty",-0.07
"sizable",0.40
"size",0.15
"size",0.15
"size",0.15
"sizeableness",-0.01
"sized",0.04
"sizzle",0.28
"sizzle",0.28
"sizzling",0.05
"skank",-0.22
"skanky",-0.35
"skate",0.43
"skate",0.43
"skateboard",0.04
"skateboard",0.04
"skater",0.29
"skedaddle",0.06
"skedaddle",0.06
"skeet",-0.18
"skeletal",-0.34
"skeleton",-0.15
"skeptic",-0.19
"skeptical",-0.35
"skeptically",0.15
"skepticism",-0.17
"sketch",0.30
"sketch",0.30
"sketchily",0.12
"sketchiness",0.21
"sketchy",-0.22
"skewer",0.09
"skewer",0.09
"skew-eyed",0.12
"skewness",-0.19
"ski",0.22
"skid",-0.25
"skid",-0.25
"skidder",-0.02
"skier",0.19
"skiing",0.31
"skilful",0.28
"skilfully",0.15
"skill",0.41
"skilled",0.51
"skillet",0.21
"skilletfish",0.12
"skillful",0.46
"skillfully",0.15
"skillfulness",0.15
"skim",-0.08
"skim",-0.08
"skimcoat",-0.07
"skimmer",-0.01
"skimp",-0.09
"skimpily",0.15
"skimpy",-0.08
"skin",0.19
"skin",0.19
"skin-deep",0.12
"skinflint",-0.07
"skinner",0.01
"skinniness",-0.07
"skinny",0.09
"skinny",0.09
"skinny-dip",-0.19
"skint",-0.28
"skip",-0.06
"skip",-0.06
"skipjack",-6.0e-05
"skirmish",-0.18
"skirmish",-0.18
"skirt",0.28
"skirt",0.28
"skirting",0.12
"skit",0.15
"skitter",0.05
"skittish",-0.18
"skittishly",0.15
"skittishness",0.06
"skreak",-0.09
"skreigh",-0.28
"skulk",4.27e-03
"skulker",2.98e-03
"skull",-0.34
"skunk",-0.30
"skunk",-0.30
"skunkweed",-0.28
"skunk-weed",-0.28
"sky",0.58
"sky",0.58
"skydiving",0.12
"sky-high",0.21
"skylark",0.12
"skylark",0.15
"skylight",0.45
"skyline",0.29
"skyscraper",0.21
"slab",-0.07
"slack",-0.28
"slack",-0.28
"slacken",0.08
"slackly",0.15
"slackness",-0.24
"slag",-0.59
"slag",-0.59
"slam",-0.05
"slam",-0.05
"slam-bang",-0.25
"slam-bang",0.08
"slammer",-0.22
"slander",-0.63
"slander",-0.63
"slanderer",0.21
"slanderous",-0.39
"slang",0.06
"slang",0.06
"slangily",0.15
"slanguage",-0.05
"slangy",0.15
"slant",-0.04
"slant",-0.04
"slap",-0.51
"slap",-0.51
"slapdash",0.10
"slapdash",0.15
"slaphappy",0.20
"slapstick",0.06
"slapstick",0.15
"slap-up",0.44
"slash",-0.03
"slash",-0.03
"slashed",0.19
"slasher",0.15
"slashing",0.15
"slat",0.15
"slate",-0.05
"slate",-0.05
"slate-black",-0.42
"slather",-0.07
"slating",-0.10
"slattern",-0.16
"slatternliness",0.17
"slaughter",-0.66
"slaughter",-0.66
"slaughterhouse",-0.58
"slaughterous",-0.38
"slave",-0.73
"slavelike",0.28
"slavery",-0.75
"slavish",-0.30
"slavishly",0.15
"slaw",0.12
"slay",-0.59
"slayer",-0.14
"slaying",-0.28
"sleaze",-0.51
"sleaziness",-0.17
"sleazy",-0.28
"sled",0.33
"sled",0.33
"sledge",-0.11
"sledge",-0.11
"sledgehammer",-0.35
"sleek",0.31
"sleek",0.31
"sleekly",0.15
"sleekness",-0.21
"sleep",0.55
"sleep",0.55
"sleeper",0.21
"sleepily",0.15
"sleeping",0.01
"sleepless",-0.47
"sleeplessly",0.17
"sleeplessness",-0.28
"sleepover",0.31
"sleepy",-0.16
"sleepyhead",0.10
"sleet",-0.15
"sleet",-0.15
"sleeve",0.23
"sleeved",-0.19
"sleeveless",-0.10
"sleigh",0.27
"sleigh",0.27
"sleight",-0.08
"slender",0.26
"slender-bodied",-0.19
"slenderly",0.15
"slenderness",0.08
"slender-winged",0.21
"slews",-0.19
"slice",0.01
"slice",0.01
"sliced",0.10
"slick",1.0e-05
"slick",6.0e-05
"slicker",-0.04
"slickly",-0.07
"slickness",0.19
"slide",0.17
"slide",0.17
"slider",0.23
"slight",-0.10
"slight",-0.10
"slight",-0.10
"slighting",-0.39
"slightingly",0.15
"slightly",0.15
"slightness",0.35
"slim",0.40
"slim-bodied",-0.19
"slime",-0.46
"slime",-0.46
"slimed",-0.34
"sliminess",-0.33
"slimly",0.15
"slimy",-0.44
"sling",-0.18
"sling",-0.18
"slingshot",0.10
"slip",-0.16
"slip",-0.16
"slippage",0.09
"slipper",0.20
"slippered",-0.19
"slipperiness",0.09
"slippery",-0.15
"slipshod",0.15
"slit",-0.18
"slit",-0.18
"slithery",-0.02
"sliver",0.18
"sliver",0.18
"slivovitz",0.12
"slob",-0.63
"slobber",-0.33
"slobber",-0.33
"slogan",-0.02
"sloganeer",0.15
"slogger",0.16
"slop",-0.31
"slop",-0.31
"slope",0.10
"slope",0.10
"sloppily",0.15
"sloppiness",-0.24
"sloppy",-0.39
"slopseller",-0.07
"slop-seller",-0.07
"slosh",-0.02
"slot",0.05
"slot",0.05
"sloth",-0.23
"slothfulness",-0.07
"slouch",-0.28
"slouch",-0.28
"slouchily",0.15
"slouchy",-0.28
"slough",-2.99e-03
"sloven",-0.07
"slovenliness",-0.27
"slovenly",-0.34
"slow",-0.25
"slow",-0.25
"slow",-0.25
"slowgoing",-0.39
"slowness",-0.33
"slow-witted",0.15
"slow-wittedness",0.06
"slubbed",-0.19
"sludge",-0.51
"slug",-0.46
"slugfest",-0.19
"sluggard",-0.07
"slugger",-0.08
"sluggish",-0.23
"sluggishly",0.15
"sluggishness",0.12
"sluicing",-0.07
"slum",-0.61
"slum",-0.61
"slumber",0.31
"slumber",0.31
"slumberous",0.19
"slumbery",0.15
"slumbrous",0.19
"slummy",-0.38
"slump",-0.26
"slump",-0.26
"slur",-0.52
"slur",-0.52
"slurp",8.0e-05
"slush",-0.08
"slush",-0.08
"slushy",0.01
"slut",-0.61
"sluttish",-0.06
"sluttishness",0.17
"sly",-0.31
"slyboots",-0.28
"slyly",0.15
"slyness",0.28
"smack",-0.26
"smack",-0.26
"smack",-0.26
"small",0.19
"small",0.19
"small",0.19
"small-eared",0.17
"smaller",-0.07
"small-fruited",0.17
"small-minded",0.04
"smallness",0.17
"smallpox",-0.74
"small-scale",-0.02
"small-time",-0.07
"smarm",-0.33
"smarmily",0.15
"smarminess",0.06
"smarmy",-0.16
"smart",0.68
"smart",0.68
"smart",0.68
"smarting",-0.38
"smartly",0.22
"smartness",0.37
"smash",-0.08
"smash",-0.08
"smash",-0.08
"smasher",0.26
"smashing",0.44
"smatter",0.01
"smattering",-0.02
"smear",-0.29
"smear",-0.29
"smell",0.34
"smell",0.34
"smelly",-0.58
"smelt",-0.07
"smidge",0.12
"smidgen",0.04
"smidgeon",0.12
"smidgin",0.12
"smilacaceae",-0.38
"smilax",-0.02
"smile",0.72
"smile",0.72
"smiley",0.64
"smiling",-0.03
"smiling",0.12
"smilingly",0.15
"smirch",-0.08
"smirch",0.01
"smirk",0.08
"smirk",0.08
"smirker",-0.19
"smite",-0.26
"smith",0.08
"smithereens",-0.21
"smitten",-5.7e-04
"smock",0.06
"smock",0.06
"smog",-0.61
"smoke",-0.39
"smoke",-0.39
"smoke-free",0.21
"smokeless",0.12
"smoker",-0.35
"smoking",0.12
"smoky",-0.31
"smolder",-0.05
"smoldering",0.06
"smolderingly",-0.19
"smooch",0.58
"smooch",0.58
"smooching",-0.17
"smooth",0.35
"smooth",0.35
"smooth-bodied",-0.19
"smoothbore",-0.34
"smoothed",0.15
"smoothened",0.15
"smooth-faced",-0.01
"smooth-haired",-0.42
"smoothie",0.72
"smoothly",0.12
"smoothness",0.25
"smooth-skinned",0.15
"smooth-spoken",0.08
"smooth-textured",0.12
"smoothy",0.28
"smother",-0.58
"smother",-0.58
"smothered",-0.04
"smothering",-0.17
"smoulder",0.17
"smouldering",0.06
"smoulderingly",-0.19
"smudge",-0.17
"smudgy",-0.42
"smug",-0.33
"smuggle",-0.27
"smuggler",-0.38
"smugly",0.17
"smugness",-0.06
"smut",-0.31
"smut",-0.31
"smuttily",0.15
"smuttiness",-0.42
"smutty",-0.41
"snack",0.38
"snack",0.38
"snaffle",-0.19
"snafu",-0.10
"snafu",-0.10
"snafu",-0.10
"snag",-0.22
"snag",-0.22
"snail",-0.12
"snail",-0.12
"snake",-0.24
"snake",-0.24
"snakebite",-0.28
"snap",-0.14
"snap",-0.14
"snapper",-0.14
"snappish",-0.16
"snappishly",-0.19
"snappishness",-0.34
"snappy",0.13
"snapshot",0.21
"snare",-0.05
"snare",-0.05
"snarf",-0.07
"snarl",-0.63
"snarl",-0.63
"snatch",-0.09
"snatch",-0.09
"snatcher",-0.51
"snazzy",0.36
"sneak",-0.16
"sneak",-0.16
"sneaker",0.21
"sneakily",0.15
"sneakiness",0.21
"sneaking",0.08
"sneakingly",0.15
"sneaky",-0.26
"sneer",-0.42
"sneering",-0.39
"sneeringly",0.15
"sneeze",-0.25
"sneeze",-0.25
"sneezeweed",-0.28
"sneezy",0.15
"snicker",0.12
"snide",-0.41
"snidely",0.15
"sniff",0.02
"sniff",0.02
"sniffle",-0.12
"sniffly",-0.38
"sniffy",0.20
"snigger",0.12
"snip",-0.17
"snip",-0.17
"snipe",0.06
"sniper",-0.37
"snit",-0.19
"snitch",-0.30
"snitch",-0.30
"snitcher",-0.02
"snivel",0.02
"snivel",0.11
"sniveling",0.08
"sniveller",-0.07
"snob",-0.61
"snobbery",-0.28
"snobbishly",0.15
"snobbishness",-0.28
"snobbism",-0.28
"sno-cat",0.17
"snooker",-0.10
"snoop",-0.38
"snoop",-0.38
"snoopiness",-0.38
"snoopy",0.27
"snoopy",0.27
"snoot",-0.02
"snootily",0.15
"snootiness",-0.39
"snooty",-0.48
"snooze",0.34
"snooze",0.34
"snore",-0.50
"snore",-0.50
"snorkel",0.25
"snorkel",0.25
"snort",-0.11
"snort",-0.11
"snorter",0.10
"snorty",-0.38
"snot",-0.36
"snot-nosed",-0.45
"snotty",-0.53
"snotty-nosed",-0.16
"snout",-0.13
"snow",0.44
"snow",0.44
"snowball",0.46
"snowball",0.46
"snowboard",0.02
"snowboard",0.02
"snowboarder",0.22
"snow-clad",-0.19
"snow-covered",-0.19
"snowfall",0.33
"snowflake",0.54
"snowman",0.50
"snowplow",0.01
"snowstorm",-0.36
"snowy",0.39
"snub",-0.44
"snub",-0.44
"snub-nosed",0.12
"snuff",-0.35
"snuff",-0.35
"snuff",-0.35
"snuffle",-0.14
"snuffling",-0.38
"snuffly",-0.38
"snug",0.15
"snug",0.15
"snuggle",0.65
"snuggling",-0.17
"snugness",0.12
"soak",0.26
"soak",0.26
"soaking",-0.07
"soap",0.52
"soap",0.52
"soapbox",-0.02
"soapiness",-0.13
"soapy",0.06
"soar",0.40
"soar",0.40
"soaring",0.19
"sob",-0.58
"sob",-0.58
"sobbing",-0.06
"sober",0.23
"sober",0.23
"sobering",-0.17
"soberly",0.12
"soberness",0.19
"sobersided",-0.19
"sobersides",0.12
"sobriety",0.25
"socage",-0.07
"so-called",-0.19
"soccer",0.21
"sociability",-0.25
"sociable",0.35
"sociableness",-0.25
"sociably",0.15
"social",0.27
"social",0.27
"socialisation",0.15
"socialism",-0.25
"socialist",-0.22
"socialist",-0.22
"socialite",-0.01
"socialization",0.15
"socialize",0.23
"society",0.06
"socinian",0.12
"sociobiologically",0.15
"sociobiologist",0.15
"socioeconomically",0.15
"sociolinguistically",0.15
"sociologically",0.12
"sociology",-0.10
"sociopath",-0.64
"sock",-0.14
"sock",-0.14
"socket",-0.13
"sod",-0.03
"sod",-0.03
"soda",0.11
"sodden",0.12
"sodding",0.28
"sodium",-0.20
"sodom",0.10
"sofa",0.31
"soft",0.53
"soft",0.53
"softball",0.13
"soft-boiled",-0.39
"soften",0.39
"softened",0.10
"softener",0.28
"soft-haired",0.15
"softheaded",0.12
"softhearted",-0.39
"softheartedness",0.15
"softie",-0.06
"softly",-0.09
"softness",0.43
"soft-pedal",-0.06
"soft-soap",-0.12
"soft-spoken",-0.25
"software",0.34
"soft-witted",0.04
"softy",-0.06
"soggy",-0.38
"soigne",0.36
"soignee",0.36
"soil",0.05
"soil",0.05
"soil-building",-0.38
"soiled",-0.42
"soiree",0.34
"sojourner",0.12
"solace",0.34
"solacement",-0.45
"solanum",-0.07
"solar",0.25
"solarise",-2.02e-03
"solarium",0.27
"solarize",-2.02e-03
"sold",0.17
"soldier",0.11
"soldier",0.11
"soldiering",0.10
"soldierlike",0.04
"soldierly",0.04
"soldiership",0.12
"sold-out",0.10
"sole",-0.02
"sole",-0.02
"soled",-0.19
"soleless",0.12
"solely",-0.08
"solemn",-0.08
"solemness",-0.06
"solemnise",0.12
"solemnity",-0.16
"solemnize",0.12
"solemnly",0.12
"solenogaster",-0.07
"solenopsis",-0.07
"solicit",-0.35
"solicitation",-0.20
"solicitor",-0.42
"solicitous",-0.28
"solicitously",0.15
"solicitousness",-0.06
"solicitude",-0.06
"solid",0.16
"solid",0.16
"solidarity",0.17
"solid-hoofed",0.12
"solidification",-0.07
"solidifying",-0.07
"solidly",0.15
"solidness",0.10
"solitaire",0.15
"solitariness",-0.11
"solitary",-0.08
"solitary",-0.08
"soliton",-0.19
"solitude",-0.06
"solo",0.22
"solo",0.22
"solo",0.22
"solo",0.22
"solomonic",-0.16
"solon",0.12
"solubility",0.10
"soluble",0.05
"solubleness",0.12
"solution",0.32
"solvable",-0.19
"solve",0.32
"solvent",-0.05
"solvent",-0.05
"somaesthesia",-0.08
"soman",0.12
"somatesthesia",-0.08
"somatogenetic",0.28
"somatogenic",0.28
"somatotype",0.12
"somber",-0.36
"somberly",0.15
"somberness",0.19
"sombre",-0.36
"sombrely",0.15
"sombreness",0.19
"some",0.02
"some",0.06
"somehow",-0.06
"somersault",0.34
"somersault",0.34
"somesthesia",-0.08
"sometime",-0.38
"somewhat",-6.01e-03
"somewhere",-0.38
"somniferous",-0.19
"somnific",-0.19
"somniloquist",-0.07
"somnolent",0.15
"somnolently",0.15
"son",0.47
"sonar",0.08
"sonatina",0.12
"song",0.64
"songfulness",0.15
"songwriter",0.31
"sonic",0.08
"sonnet",0.21
"sonnet",0.21
"sonority",0.15
"sonorous",-0.01
"sonorously",0.15
"sonorousness",0.15
"soochong",-0.39
"soon",-0.07
"sooner",0.10
"soot",0.04
"soot",0.04
"sooth",0.21
"soothe",0.40
"soothing",0.51
"soothingly",0.12
"sootiness",-0.38
"sooty",-0.02
"sop",0.16
"sophism",-0.13
"sophist",-6.01e-03
"sophistic",-0.17
"sophistical",-0.37
"sophisticate",0.05
"sophisticated",0.33
"sophistication",0.42
"sophistry",-0.13
"sophocles",0.12
"sophomore",2.0e-05
"sophomore",8.0e-05
"soporiferous",-0.19
"soporific",-0.19
"sopping",-0.07
"soppy",0.12
"sopranino",0.12
"soprano",-0.01
"soprano",-0.01
"sorbate",0.17
"sorbefacient",0.17
"sorbian",0.19
"sorcerer",0.19
"sorcerous",-0.19
"sorcery",0.03
"sordid",-0.40
"sordidness",-0.29
"sore",-0.55
"sore",-0.55
"sore-eyed",-0.42
"sorely",-0.06
"soreness",-0.02
"sorority",-0.01
"sorrel",0.01
"sorriness",0.08
"sorrow",-0.51
"sorrow",-0.51
"sorrower",-0.07
"sorrowful",-0.39
"sorrowfully",0.05
"sorrowfulness",-0.43
"sorrowing",-0.38
"sorry",-0.04
"sort",0.01
"sort",0.10
"sorus",0.10
"so-so",-0.01
"so-so",0.21
"sot",0.12
"sottish",0.15
"sottishly",0.15
"sottishness",-0.02
"soubrette",0.10
"souchong",-0.39
"souffle-like",-0.19
"soughing",-0.06
"sought",0.10
"sought-after",0.12
"soul",0.40
"soul-destroying",-0.25
"soulful",0.52
"soulfully",0.15
"soulfulness",-0.08
"soulless",-0.57
"soullessly",0.15
"soul-stirring",0.08
"sound",0.36
"sound",0.36
"sound",0.36
"soundable",0.21
